0.000000e+00	 1.237389e+00	 0.000000e+00
6.258642e-02	 1.269301e+00	 5.015360e-16
1.251728e-01	 1.237139e+00	 8.641183e-16
1.877592e-01	 1.269813e+00	 -1.024784e-15
2.503457e-01	 1.236339e+00	 1.511121e-15
3.129321e-01	 1.270943e+00	 2.040882e-15
3.755185e-01	 1.234813e+00	 -1.962721e-15
4.381049e-01	 1.272963e+00	 8.510914e-16
5.006913e-01	 1.232149e+00	 3.091720e-15
5.632777e-01	 1.276506e+00	 9.900451e-16
6.258642e-01	 1.227342e+00	 4.168611e-15
6.884506e-01	 1.283247e+00	 2.292736e-15
7.510370e-01	 1.217394e+00	 -3.925442e-15
8.136234e-01	 1.299158e+00	 7.572976e-15
8.762098e-01	 1.188247e+00	 1.007414e-15
9.387962e-01	 1.369352e+00	 4.029657e-15
1.001383e+00	 5.949147e-01	 2.952766e-15
1.063969e+00	 -1.079157e-01	 5.644994e-17
1.126555e+00	 5.691545e-02	 3.538977e-16
1.189142e+00	 -3.765175e-02	 -4.331447e-16
1.251728e+00	 2.767193e-02	 1.443816e-16
1.314315e+00	 -2.161168e-02	 -1.975748e-16
1.376901e+00	 1.756018e-02	 -6.242061e-17
1.439488e+00	 -1.467126e-02	 -1.954036e-17
1.502074e+00	 1.251389e-02	 -1.096432e-16
1.564660e+00	 -1.084591e-02	 1.123571e-16
1.627247e+00	 9.520942e-03	 1.476383e-16
1.689833e+00	 -8.445391e-03	 -2.931055e-17
1.752420e+00	 7.556675e-03	 -1.370539e-16
1.815006e+00	 -6.811385e-03	 1.248412e-17
1.877592e+00	 6.178483e-03	 1.956750e-16
1.940179e+00	 -5.635200e-03	 2.412692e-16
2.002765e+00	 5.164466e-03	 2.610810e-16
2.065352e+00	 -4.753233e-03	 -1.479097e-16
2.127938e+00	 4.391366e-03	 -6.448320e-16
2.190525e+00	 -4.070874e-03	 -5.840398e-16
2.253111e+00	 3.785377e-03	 -6.627440e-16
2.315697e+00	 -3.529718e-03	 -7.390057e-16
2.378284e+00	 3.299689e-03	 -3.560688e-16
2.440870e+00	 -3.091821e-03	 -3.473842e-16
2.503457e+00	 2.903232e-03	 -6.920545e-16
2.566043e+00	 -2.731508e-03	 -1.213131e-15
2.628629e+00	 2.574611e-03	 -3.505053e-16
2.691216e+00	 -2.430812e-03	 -3.308292e-16
2.753802e+00	 2.298634e-03	 -3.494197e-16
2.816389e+00	 -2.176806e-03	 -5.355959e-16
2.878975e+00	 2.064234e-03	 -3.537620e-16
2.941562e+00	 -1.959964e-03	 -2.988047e-16
3.004148e+00	 1.863170e-03	 -1.336615e-16
3.066734e+00	 -1.773123e-03	 8.806733e-17
