0.000000e+00	1.237389e+00	0.000000e+00
6.258642e-02	1.269301e+00	6.144359e-16
1.251728e-01	1.237139e+00	8.206953e-16
1.877592e-01	1.269813e+00	-1.016099e-15
2.503457e-01	1.236339e+00	1.372168e-15
3.129321e-01	1.270943e+00	2.040882e-15
3.755185e-01	1.234813e+00	-2.014829e-15
4.381049e-01	1.272963e+00	9.553067e-16
5.006913e-01	1.232149e+00	2.987504e-15
5.632777e-01	1.276506e+00	1.111630e-15
6.258642e-01	1.227342e+00	4.029657e-15
6.884506e-01	1.283247e+00	2.466428e-15
7.510370e-01	1.217394e+00	-3.821227e-15
8.136234e-01	1.299158e+00	7.711930e-15
8.762098e-01	1.188247e+00	1.042153e-15
9.387962e-01	1.369352e+00	4.238088e-15
1.001383e+00	5.949147e-01	2.987504e-15
1.063969e+00	-1.079157e-01	-3.039612e-17
1.126555e+00	5.691545e-02	2.257998e-16
1.189142e+00	-3.765175e-02	-5.460446e-16
1.251728e+00	2.767193e-02	1.172422e-16
1.314315e+00	-2.161168e-02	-2.811641e-16
1.376901e+00	1.756018e-02	-1.242984e-16
1.439488e+00	-1.467126e-02	-1.324402e-16
1.502074e+00	1.251389e-02	-1.606652e-16
1.564660e+00	-1.084591e-02	-4.070909e-17
1.627247e+00	9.520942e-03	1.899758e-17
1.689833e+00	-8.445391e-03	-3.419564e-16
1.752420e+00	7.556675e-03	-2.844208e-16
1.815006e+00	-6.811385e-03	-1.764061e-16
1.877592e+00	6.178483e-03	7.300497e-17
1.940179e+00	-5.635200e-03	9.851600e-17
2.002765e+00	5.164466e-03	2.613524e-16
2.065352e+00	-4.753233e-03	-1.609366e-16
2.127938e+00	4.391366e-03	-6.581303e-16
2.190525e+00	-4.070874e-03	-5.859395e-16
2.253111e+00	3.785377e-03	-6.763137e-16
2.315697e+00	-3.529718e-03	-7.001964e-16
2.378284e+00	3.299689e-03	-3.275725e-16
2.440870e+00	-3.091821e-03	-3.321862e-16
2.503457e+00	2.903232e-03	-6.757709e-16
2.566043e+00	-2.731508e-03	-1.274059e-15
2.628629e+00	2.574611e-03	-3.859222e-16
2.691216e+00	-2.430812e-03	-5.096778e-16
2.753802e+00	2.298634e-03	-4.115689e-16
2.816389e+00	-2.176806e-03	-6.054799e-16
2.878975e+00	2.064234e-03	-4.674761e-16
2.941562e+00	-1.959964e-03	-4.378941e-16
3.004148e+00	1.863170e-03	-8.494630e-17
3.066734e+00	-1.773123e-03	1.620222e-16
3.129321e+00	1.689187e-03	3.335431e-16
3.191907e+00	-1.610800e-03	1.285050e-16
3.254494e+00	1.537462e-03	1.819696e-16
3.317080e+00	-1.468731e-03	9.010279e-17
3.379666e+00	1.404214e-03	5.156485e-17
3.442253e+00	-1.343557e-03	2.282423e-16
3.504839e+00	1.286447e-03	4.415579e-16
3.567426e+00	-1.232598e-03	3.980671e-16
3.630012e+00	1.181756e-03	3.775090e-16
3.692599e+00	-1.133691e-03	2.620987e-16
3.755185e+00	1.088192e-03	5.640923e-16
3.817771e+00	-1.045072e-03	7.600387e-16
3.880358e+00	1.004158e-03	9.910628e-16
3.942944e+00	-9.652941e-04	1.151389e-15
4.005531e+00	9.283365e-04	9.797321e-16
4.068117e+00	-8.931548e-04	6.773314e-16
4.130703e+00	8.596295e-04	9.125621e-17
4.193290e+00	-8.276507e-04	3.984741e-16
4.255876e+00	7.971177e-04	2.397765e-16
4.318463e+00	-7.679374e-04	1.228736e-16
4.381049e+00	7.400245e-04	5.543221e-17
4.443636e+00	-7.132999e-04	1.342722e-16
4.506222e+00	6.876906e-04	1.223308e-16
4.568808e+00	-6.631290e-04	7.687233e-17
4.631395e+00	6.395524e-04	1.185313e-16
4.693981e+00	-6.169027e-04	1.177171e-17
4.756568e+00	5.951258e-04	4.267670e-17
4.819154e+00	-5.741714e-04	-7.039280e-17
4.881740e+00	5.539926e-04	-1.863459e-16
4.944327e+00	-5.345458e-04	-2.260711e-16
