0.000000e+00	 7.071068e-01	 0.000000e+00	 7.071068e-01
1.546253e-01	 7.028928e-01	 -5.624316e-17	 7.028928e-01
3.092505e-01	 6.904011e-01	 -9.842553e-17	 6.904011e-01
4.638758e-01	 6.700729e-01	 1.026438e-15	 6.700729e-01
6.185011e-01	 6.426150e-01	 -1.687295e-16	 6.426150e-01
7.731263e-01	 6.089588e-01	 -1.687295e-16	 6.089588e-01
9.277516e-01	 5.702078e-01	 1.799781e-15	 5.702078e-01
1.082377e+00	 5.275780e-01	 -1.152985e-15	 5.275780e-01
1.237002e+00	 4.823346e-01	 -2.249727e-16	 4.823346e-01
1.391627e+00	 4.357310e-01	 5.061885e-16	 4.357310e-01
1.546253e+00	 3.889525e-01	 -2.249727e-16	 3.889526e-01
1.700878e+00	 3.430702e-01	 4.499453e-16	 3.430703e-01
1.855503e+00	 2.990045e-01	 1.968511e-15	 2.990045e-01
2.010128e+00	 2.575019e-01	 1.209228e-15	 2.575020e-01
2.164754e+00	 2.191247e-01	 -8.998906e-16	 2.191249e-01
2.319379e+00	 1.842511e-01	 3.093374e-16	 1.842516e-01
2.474004e+00	 1.530864e-01	 -8.436474e-17	 1.530872e-01
2.628629e+00	 1.256811e-01	 5.694620e-16	 1.256824e-01
2.783255e+00	 1.019551e-01	 2.601246e-16	 1.019574e-01
2.937880e+00	 8.172411e-02	 -5.835228e-16	 8.172802e-02
3.092505e+00	 6.472720e-02	 -1.757599e-16	 6.473386e-02
3.247131e+00	 5.065288e-02	 1.019407e-16	 5.066410e-02
3.401756e+00	 3.916253e-02	 -1.019407e-16	 3.918116e-02
3.556381e+00	 2.991014e-02	 -2.249727e-16	 2.994074e-02
3.711006e+00	 2.255801e-02	 -1.230319e-17	 2.260768e-02
3.865632e+00	 1.678813e-02	 -4.244601e-16	 1.686777e-02
4.020257e+00	 1.230943e-02	 -3.137314e-16	 1.243563e-02
4.174882e+00	 8.861546e-03	 -5.997806e-16	 9.059116e-03
4.329507e+00	 6.215323e-03	 -6.076898e-16	 6.520970e-03
4.484133e+00	 4.170945e-03	 -6.617360e-16	 4.638172e-03
4.638758e+00	 2.554053e-03	 -7.185284e-16	 3.259791e-03
4.793383e+00	 1.210476e-03	 -6.801427e-16	 2.263814e-03
-4.948008e+00	 1.075855e-30	 7.311611e-16	 1.553460e-03
-4.793383e+00	 1.210476e-03	 6.513620e-16	 2.263814e-03
-4.638758e+00	 2.554053e-03	 7.038085e-16	 3.259791e-03
-4.484133e+00	 4.170945e-03	 7.168806e-16	 4.638172e-03
-4.329507e+00	 6.215323e-03	 6.263643e-16	 6.520970e-03
-4.174882e+00	 8.861546e-03	 5.997806e-16	 9.059116e-03
-4.020257e+00	 1.230943e-02	 3.853535e-16	 1.243563e-02
-3.865632e+00	 1.678813e-02	 4.112781e-16	 1.686777e-02
-3.711006e+00	 2.255801e-02	 1.230319e-17	 2.260768e-02
-3.556381e+00	 2.991014e-02	 2.337606e-16	 2.994074e-02
-3.401756e+00	 3.916253e-02	 4.921277e-17	 3.918116e-02
-3.247131e+00	 5.065288e-02	 -1.089711e-16	 5.066410e-02
-3.092505e+00	 6.472720e-02	 1.160015e-16	 6.473386e-02
-2.937880e+00	 8.172411e-02	 5.483708e-16	 8.172802e-02
-2.783255e+00	 1.019551e-01	 -2.530942e-16	 1.019574e-01
-2.628629e+00	 1.256811e-01	 -5.694620e-16	 1.256824e-01
-2.474004e+00	 1.530864e-01	 8.436474e-17	 1.530872e-01
-2.319379e+00	 1.842511e-01	 -2.109119e-16	 1.842516e-01
-2.164754e+00	 2.191247e-01	 8.998906e-16	 2.191249e-01
-2.010128e+00	 2.575019e-01	 -1.223289e-15	 2.575020e-01
-1.855503e+00	 2.990045e-01	 -1.968511e-15	 2.990045e-01
-1.700878e+00	 3.430702e-01	 -4.218237e-16	 3.430703e-01
-1.546253e+00	 3.889525e-01	 2.249727e-16	 3.889526e-01
-1.391627e+00	 4.357310e-01	 -5.343100e-16	 4.357310e-01
-1.237002e+00	 4.823346e-01	 2.249727e-16	 4.823346e-01
-1.082377e+00	 5.275780e-01	 1.181106e-15	 5.275780e-01
-9.277516e-01	 5.702078e-01	 -1.799781e-15	 5.702078e-01
-7.731263e-01	 6.089588e-01	 1.687295e-16	 6.089588e-01
-6.185011e-01	 6.426150e-01	 1.827903e-16	 6.426150e-01
-4.638758e-01	 6.700729e-01	 -1.026438e-15	 6.700729e-01
-3.092505e-01	 6.904011e-01	 7.030395e-17	 6.904011e-01
-1.546253e-01	 7.028928e-01	 6.327356e-17	 7.028928e-01
